"","Canada","France","Germany","Italy","Japan","United Kingdom","United States","G7"
"2000",0.000188204915592688,0.00149272416086171,0.000210836360728694,0.00138229013678029,0.000839521389942979,0.000161357624484321,0.000379440186262691,0.00236660301032257
"2001",0.0162879190834403,0.024679013176514,0.0772085736471284,0.00793582656456462,0.0143430344046196,0.0192602182568294,0.0172538070300128,0.094218049412001
"2002",0.0142047980206044,0.0169657091850203,0.0438674926641036,0.00892026544482796,0.00757948423130663,0.0393660469323151,0.0577466788531048,0.0911979651609001
"2003",0.0146958689743651,0.0497733523682918,0.0622826990284287,0.0268284367453289,0.0427054909624061,0.045581058232655,0.0123247561056657,0.145494198469626
"2004",0.0218691588385154,0.0552315074677815,0.10471046836466,0.0409688068823678,0.0525310484243161,0.0128942419960676,0.0347805099893947,0.175470829099061
"2005",0.0413271650238954,0.0612337744294989,0.0115733678495525,0.0737008664773946,0.0677040712833916,0.0800507950179354,0.0146957016155589,0.193341650920215
"2006",0.0190971900231555,0.0851178677561703,0.0343192711768402,0.0361301791633126,0.0288058569441819,0.00980204897623986,0.0330045709955885,0.130453290818966
"2007",0.0255005967523465,0.0702873172001673,0.0372786503384679,0.0414892724686267,0.0616018216355145,0.0209075909472709,0.0336504040429043,0.157275380053882
"2008",0.021824156436653,0.0462441975690707,0.0235696884095096,0.017662808383539,0.0607818094840272,0.0317763630852325,0.049266597510238,0.14781212259652
"2009",0.0179802459523737,0.0102331187756051,0.02431132877568,0.0298947772783584,0.026775528940652,0.0264866409092732,0.0485770110410072,0.0944844432541224
"2010",0.0189740780204728,0.0448585718769872,0.0924789792510587,0.0111734110593804,0.0204247887549317,0.0236130895393963,0.0524434283663957,0.161639145436048
"2011",0.0171525353792679,0.0361954077750046,0.0307584680838278,0.0142379392690915,0.143262444281171,0.0151032197725314,0.0322421667938485,0.208080287337571
"2012",0.0183296513258209,0.0225908399349685,0.031636412058978,0.0157355138905525,0.176086929028358,0.0192101294290086,0.0478505393207654,0.235191062263945
"2013",0.0264301307437636,0.0278046777961194,0.0288802479413672,0.0712775821106385,0.0284271585392352,0.0187659316944247,0.046561146493788,0.133209974582351
"2014",0.0100501861837314,0.0458485144940567,0.0384856920815951,0.067340935380616,0.0673567224455288,0.0241690918178757,0.0352271111701584,0.154347307890255
"2015",0.00889558125076212,0.0971811035803336,0.00969322252486278,0.00550520441342765,0.0634991024547104,0.0352043546383185,0.0303183131939732,0.136743878559824
"2016",0.0154176429608549,0.0519023803633553,0.0157262431172321,0.0249408115486031,0.0921711677144352,0.00705057309055029,0.0140528123470172,0.133149732295705
"2017",0.0268173240535604,0.0344599201587811,0.0451541764752786,0.0165613631036977,0.0234938620155481,0.0150278181406747,0.0320756530469007,0.0990108925062668
"2018",0.0179837821204974,0.0790454062409657,0.0472603762980709,0.0173650216037533,0.0114195120996047,0.0123239728555854,0.0190323813075375,0.124954002799595
"2019",0.0213184756992173,0.120636668675746,0.0550526416513509,0.0173545002236848,0.0167583936802041,0.0170028263445583,0.0416026245921427,0.153229838953622
"2020",0.00481789410889927,0.00475645816460219,0.0035932055749129,0.0054390635366254,0.0159141870433301,0.0159543640296239,0.0144556121399002,0.0288025454176155
