"","canada","france","germany","japan","italy","united_kingdom","united_states"
"1995",0.038610704301372,0.0118145152393393,0.0139342772245188,0.0113520913111887,0,0.0145436107453754,0.0924408192748653
"1996",0.0661616449976034,0.0218524229630531,0.026847269890763,0.0408330239912306,0.00529304795841318,0.0381876344886874,0.168644096779531
"1997",0.154352576719967,0.0395812854364995,0.065640144209924,0.0916555665725573,0.0185920344209567,0.072794537322132,0.223784377776316
"1998",0.258595529156552,0.0614883883158694,0.0992392775858173,0.13675796598848,0.0428015636726734,0.139473493322956,0.31372252950009
"1999",0.378371375415758,0.0912549438139524,0.215610298352856,0.22139597092999,0.146989850442069,0.220359890271287,0.37478823900017
"2000",0.538725088033503,0.146241996732823,0.315029141665899,0.312635476753762,0.239640624609407,0.279012778112138,0.451502633827376
"2001",0.633153405787563,0.273751839134497,0.330250061514736,0.403258232508062,0.283260594925901,0.349667870545289,0.515179881317856
"2002",0.647936204236334,0.314643507026114,0.512412478142484,0.488796922648408,0.291938271071767,0.593684490951035,0.618144649392842
"2003",0.675593099160175,0.377878650151305,0.587530735412006,0.508330478727888,0.30254819441492,0.68217125163293,0.649037703666485
"2004",0.694223736864152,0.409814519414195,0.681216358532046,0.656430830982135,0.347109872456162,0.69055309107402,0.681516157618793
"2005",0.754743127300095,0.449283434250724,0.723443853437794,0.704463401892827,0.365783337540111,0.737130654550461,0.715571851794318
"2006",0.762594470574028,0.491723127623336,0.760048088971672,0.723181473428694,0.397507008336138,0.724610945005541,0.725790697076516
"2007",0.771082409248551,0.695645854278734,0.79187785900113,0.782753324926019,0.427214793696966,0.79113516436711,0.790180271266226
"2008",0.808217140949586,0.744345402423805,0.822010041295684,0.794424240603487,0.466895907000358,0.826147911399514,0.779570347923073
"2009",0.846412864984936,0.753894333432643,0.832619964638837,0.822010041295684,0.512518577375915,0.881001215083614,0.747740577893614
"2010",0.846412864984936,0.814370896488614,0.864449734668296,0.824238125197746,0.563976705590207,0.896279504697754,0.75506142500039
"2011",0.875059658011449,0.820100244377894,0.85670448574723,0.833194104937865,0.571509733126976,0.900311260183764,0.734260253952747
"2012",0.875059658011449,0.85850817759613,0.868163191605217,0.837886730586378,0.586788019452039,0.922592097825095,0.78699729426328
"2013",0.904767443372277,0.863598818816175,0.887473268322938,0.930437398641585,0.614684712224137,0.947675034364321,0.751984547230875
"2014",0.918772542185239,0.883017100518813,0.908905313476106,0.939852688223083,0.584755818395021,0.966411097995995,0.76896042457992
"2015",0.949329121413519,0.822074100935953,0.923757077275402,0.960554721526298,0.611315371493272,0.970552149697537,0.78545039343416
"2016",0.961636632491576,0.835482642061152,0.887422411140781,0.98309755021694,0.645081641495591,1,0.902055772851035
"2017",0.977990470299965,0.848560947094212,0.889851521897022,0.967647655278251,0.663681836889214,0.953833569567717,0.920415904405623
"2018",NA,0.864907943093533,0.917893107814064,0.962926889248353,0.783678329024051,0.956671283750192,0.933402599116569
"2019",NA,0.878664316762638,0.929536488830671,NA,NA,0.976030357412209,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
