"","canada","france","germany","japan","italy","united_kingdom","united_states"
"1995",0.476153059011583,0.270020707248749,0.363208272336254,0.997433163764624,0.269771067596348,0,0.375602717970111
"1996",0.476060328005256,0.272767526508958,0.363481124859588,0.997074775309118,0.274449300681196,0.00128422986979588,0.3758122985462
"1997",0.475967596998929,0.275514345769167,0.363753977382922,0.996716386853613,0.279127533766044,0.00256845973959177,0.37602187912229
"1998",0.475874865992602,0.278261165029376,0.364026829906256,0.996357998398108,0.283805766850892,0.00385268960938768,0.376231459698379
"1999",0.475782134986274,0.281007984289585,0.36429968242959,0.995999609942603,0.28848399993574,0.00513691947918356,0.376441040274468
"2000",0.475689403979947,0.283754803549794,0.364572534952924,0.995641221487097,0.293162233020588,0.00642114934897942,0.376650620850557
"2001",0.475594940272636,0.287401109398733,0.364850440300764,0.996077099338388,0.297116015155247,0.00718730921448264,0.377651049677856
"2002",0.475500476565324,0.291047415247673,0.365128345648604,0.996512977189678,0.301069797289907,0.00795346907998586,0.378651478505155
"2003",0.475406012858012,0.294693721096612,0.365406250996444,0.996948855040968,0.305023579424566,0.00871962894548909,0.379651907332454
"2004",0.4753115491507,0.298340026945552,0.365684156344284,0.997384732892258,0.308977361559225,0.00948578881099231,0.380652336159753
"2005",0.475217085443389,0.301986332794491,0.365962061692125,0.997820610743549,0.312931143693885,0.0102519486764956,0.381652764987051
"2006",0.475122621736077,0.305632638643431,0.366239967039965,0.998256488594839,0.316884925828544,0.0110181085419988,0.38265319381435
"2007",0.475028158028765,0.30927894449237,0.366517872387805,0.998692366446129,0.320838707963203,0.011784268407502,0.383653622641649
"2008",0.474933694321454,0.312925250341309,0.366795777735645,0.99912824429742,0.324792490097862,0.0125504282730052,0.384654051468948
"2009",0.474839230614142,0.316571556190249,0.367073683083485,0.99956412214871,0.328746272232522,0.0133165881385084,0.385654480296247
"2010",0.47474476690683,0.320217862039188,0.367351588431325,1,0.332700054367181,0.0140827480040117,0.386654909123546
"2011",0.47466344809926,0.322906649906576,0.367452644921449,0.999786904161591,0.335929385551652,0.015483726043789,0.387185615002225
"2012",0.47458212929169,0.325595437773964,0.367553701411573,0.999573808323183,0.339158716736123,0.0168847040835663,0.387716320880904
"2013",0.47450081048412,0.328284225641352,0.367654757901696,0.999360712484774,0.342388047920593,0.0182856821233436,0.388247026759583
"2014",0.47441949167655,0.330973013508739,0.36775581439182,0.999147616646366,0.345617379105064,0.019686660163121,0.388777732638262
"2015",0.474338172868981,0.333661801376127,0.367856870881944,0.998934520807957,0.348846710289535,0.0210876382028983,0.389308438516941
"2016",0.474264292861774,0.336350589243515,0.367856870881944,0.998847345237699,0.352076161505644,0.0215984114465671,0.389192648143411
"2017",0.474190412854567,0.339039377110902,0.367856870881944,0.998760169667441,0.355305612721752,0.0221091846902359,0.38907685776988
"2018",0.47411653284736,0.34172816497829,0.367856870881944,0.998672994097183,0.358535063937861,0.0226199579339047,0.388961067396351
"2019",0.474042652840154,0.344416952845678,0.367856870881944,0.998585818526925,0.361764515153969,0.0231307311775736,0.388845277022821
"2020",0.473968772832947,0.347105740713065,0.367856870881944,0.998498642956667,0.364993966370078,0.0236415044212424,0.388729486649291
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
