"","canada","france","germany","japan","italy","united_kingdom","united_states"
"1995",0.0034058902986437,0.00204760207435154,0.000518332321030468,0.30549538266677,0.000375076881130536,0.00205927976008039,0.00351226052245531
"1996",0.00457763596961961,0.00360156154523414,8.6213208500562e-05,0.00414529213489143,0.00350353497024709,0.000844737613564448,0.0069743020280226
"1997",0.00310476108915775,0.00275112529184786,0,0.00401312517883527,0.00435711904324875,0.000120164659661266,0.00676604366973731
"1998",0.0113699339355299,0.00512185290990111,0.000258049664312087,0.00485866999070572,0.0365312642358041,0.00478526923066451,0.00727498335395483
"1999",0.00493480148309321,0.0119714220444406,0.00163262362842179,0.00909650156971913,0.00224919175375685,0.00178675503089889,0.00658930008167518
"2000",0.0032635729248068,0.00271034561761994,8.58147868506808e-05,0.00272520166021796,0.00847729734195429,0.00189771790581654,0.00352595828893829
"2001",0.00462350961089065,0.00339585539185764,0.000771294857488315,0.00233461584555952,0.00124237501683082,0.00047229643160757,0.00384817920464489
"2002",0.0016039968196879,0.00570089657343634,0.00282550665435559,0.00145774309314426,0.00321596039420907,0.00176258932501297,0.00613834935665973
"2003",0.00522148517749673,0.00300525819598527,0.000171199388628511,0.00426121416532126,0.00418172912909553,0,0.00614680096691541
"2004",0.000674444529011862,0.00287038594132299,0.000171246110276242,0.0194814524109376,0.00293016681366658,0.000232373851500741,0.00434559371627589
"2005",0.00155771108586339,0.00342099593863504,0.000514201004999361,0.00613527690372915,0.00145354404980146,0.00208683959838888,0.0940064753035024
"2006",0.00220151365746465,0.00532368373875645,0.000686607025650041,0.00799831354289096,0.0023906141472873,0,0.00438636825503285
"2007",0.00391846869700753,0.00303899969569782,0.00171963269474589,0.00272143244494647,0.00119342937047718,0.00307103270721881,0.00564187812774125
"2008",0.00451930066248645,0.00190231197781876,0.000430854850847082,0.00255294470927353,0.00236972929686007,0.00158010319156014,0.00537934663638261
"2009",0.00297841587716275,0.00289364477005004,0.00069090086731737,0.00485433397129424,0.044968495707956,0.000895910096942802,0.00288842468465259
"2010",0.00231389049308533,0.00786117113967643,0.000605543955120278,0.001629557031375,0.00503502765515679,0.000333326987099758,0.00404480375094245
"2011",0.0039528080065655,0.00231354709791564,0.000779220342189802,1,0.00383027471475366,0.000110253711849957,0.0187894194835302
"2012",0.0012349549857543,0.00131560539170217,8.64615862280564e-05,0.012160712159735,0.00523586399161351,0.000875689952643647,0.00529620599608359
"2013",0.00122226896400662,0.00305497072043001,0.000947896637868924,0.00563029170974537,0.00453245881479439,0.00217481038621429,0.00482665093377508
"2014",0.00221873429260241,0.00206314551466373,0.00085720220855667,0.0174919177086524,0.00418267616033765,0.000864518332210301,0.00522100918407012
"2015",0.00159841341344974,0.00270281120589089,0.000596328430205744,0.00225816481265774,0.0049292606631075,0.000429658216336736,0.00632403551349185
"2016",0,0.000538469288107385,0.000592366078491559,0.00584486220089135,0.0372457166369557,0.000533953712303147,0.0055097168005406
"2017",0.000392709381762367,0.00193175236133221,0.000419894439411079,0.00604430200162824,0.00512964930154551,0.00138043919243727,0.00528592944304113
"2018",0,0.00213981474915414,0.00041742182674913,0.0175731925814363,0.00257018541667674,0,0.00476244466514013
"2019",0,0,8.31898481884791e-05,0.00442230236880498,0,0,0.0022582198242412
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
