"","canada","france","germany","japan","italy","united_kingdom","united_states"
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",NA,NA,NA,NA,NA,NA,NA
"1998",NA,NA,NA,NA,NA,NA,NA
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",0.0922155688622755,0.330538922155689,0.650299401197605,0.144910179640719,0.107784431137725,0.384431137724551,0.374850299401198
"2001",0.15688622754491,0.447904191616767,0.34251497005988,0.220359281437126,0.118562874251497,0.350898203592814,0.461077844311377
"2002",0.216766467065868,0.566467065868264,0.653892215568862,0.186826347305389,0.0910179640718563,0.611976047904192,0.874251497005988
"2003",0.189221556886228,0.65748502994012,0.198802395209581,0.277844311377246,0.0143712574850299,0.894610778443114,0.938922155688623
"2004",0.161676646706587,0.488622754491018,0.641916167664671,0.415568862275449,0.165269461077844,0.965269461077844,0.705389221556886
"2005",0.282634730538922,0.883832335329341,0.605988023952096,0.143712574850299,0.397604790419162,0.380838323353293,0.704191616766467
"2006",0.310179640718563,0.445508982035928,0.462275449101796,0.316167664670659,0.213173652694611,0.343712574850299,0.57125748502994
"2007",0.235928143712575,0.938922155688623,0.516167664670659,0.129341317365269,0.0359281437125748,0.479041916167665,0.683832335329341
"2008",0.220359281437126,0.691017964071856,0.644311377245509,0.149700598802395,0.11377245508982,0.259880239520958,1
"2009",0.276646706586826,0.697005988023952,0.77125748502994,0.234730538922156,0.140119760479042,0.398802395209581,0.719760479041916
"2010",0.274251497005988,0.453892215568862,0.143712574850299,0.129341317365269,0.162874251497006,0.390419161676647,0.8
"2011",0.234730538922156,0.629940119760479,0.144910179640719,0.144910179640719,0.0850299401197605,0.459880239520958,0.675449101796407
"2012",0.183233532934132,0.598802395209581,0.306586826347305,0.155688622754491,0.0610778443113772,0.34251497005988,0.383233532934132
"2013",0.140119760479042,0.675449101796407,0.512574850299401,0.161676646706587,0.592814371257485,0.258682634730539,0.716167664670659
"2014",0.143712574850299,0.846706586826347,0.295808383233533,0.198802395209581,0.11497005988024,0.402395209580838,0.564071856287425
"2015",0.18562874251497,0.584431137724551,0.288622754491018,0.24311377245509,0.131736526946108,0.225149700598802,0.386826347305389
"2016",0.207185628742515,0.350898203592814,0.197604790419162,0.0970059880239521,0.00718562874251497,0.229940119760479,0.37125748502994
"2017",0.170059880239521,0.4,0.131736526946108,0.150898203592814,0,0.123353293413174,0.407185628742515
"2018",0.225149700598802,0.404790419161677,0.326946107784431,0.148502994011976,0.106586826347305,0.180838323353293,0.395209580838323
"2019",0.130538922155689,0.74251497005988,0.173652694610778,0.123353293413174,0.00479041916167665,0.154491017964072,0.573652694610779
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
